,gisjoin,lat_tract,long_tract,population,adj_radiuspop_5,urbanindex,FIPS,total_pop
61650,G4800410000101,30.75561,-96.34388,7918,9830.0,9.193194,48041,214231
61691,G4800430950300,30.37163,-103.66,4531,5017.0,8.520587,48043,9220
61694,G4800450950200,34.53027,-101.2086,1591,122.4744,4.807902,48045,1591
61695,G4800470950100,27.03055,-98.21913,2024,374.5398,5.925698,48047,7251
61697,G4800490950100,31.97554,-98.99862,2060,615.4823,6.422406,48049,37787
61709,G4800510970100,30.62444,-96.62695,1394,1266.002,7.143619,48051,17596
61714,G4800530960100,30.88258,-98.01061,6705,627.9222,6.442416,48053,45017
61722,G4800550960101,29.97086,-97.67661,6609,2997.619,8.005573,48055,40544
61730,G4800570000100,28.63763,-96.63074,5686,7227.0,8.885579,48057,21821
61735,G4800590030101,32.4026,-99.48655,4635,1117.016,7.018416,48059,13660
61738,G4800610010100,26.26603,-97.45774,9052,961.9833,6.868997,48061,416146
61822,G4800630950101,32.94787,-94.9176,3216,7811.0,8.963288,48063,12670
61825,G4800650950100,35.39967,-101.1971,2368,328.9384,5.79587,48065,6033
61827,G4800670950100,33.17759,-94.14439,7269,10198.0,9.229947,48067,30118
61834,G4800690950100,34.64425,-102.2605,1324,1213.778,7.101493,48069,7891
61837,G4800710710100,29.85879,-94.85544,8461,1780.241,7.484504,48071,39283
61842,G4800730950100,32.01594,-95.06971,4525,688.2988,6.534223,48073,51594
61854,G4800750950100,34.53094,-100.2076,2134,1094.908,6.998425,48075,7064
61856,G4800770030200,33.82667,-98.18528,3017,806.4479,6.692639,48077,10369
61859,G4800790950100,33.60415,-102.8285,2932,126.9911,4.844117,48079,2932
61860,G4800810950100,31.9025,-100.3518,1628,260.7164,5.563433,48081,3238
61862,G4800830950300,31.83343,-99.40757,4481,1105.287,7.00786,48083,8422
61865,G4800850030100,33.29589,-96.39819,6630,1076.685,6.981642,48085,914075
62017,G4800870950300,34.96489,-100.2701,3026,172.5914,5.150927,48087,3026
62018,G4800890750100,29.61438,-96.33972,4956,444.7705,6.097558,48089,20913
62023,G4800910310100,29.69782,-98.12336,3417,59474.0,10.99329,48091,129100
62047,G4800930950100,32.11179,-98.6029,3952,490.7781,6.195992,48093,13492
62051,G4800950950300,31.3265,-99.86396,3858,129.0597,4.860275,48095,3858
62052,G4800970000100,33.76199,-97.06751,5933,1130.573,7.03048,48097,39064
62060,G4800990010101,31.48257,-97.63251,3391,8287.0,9.022444,48099,75818
62079,G4801010950100,34.07765,-100.2787,1498,137.1271,4.920908,48101,1498
62080,G4801030950100,31.4285,-102.5156,4836,207.789,5.336523,48103,4836
62081,G4801050950100,30.72298,-101.4121,3836,37.1758,3.615658,48105,3836
62082,G4801070950100,33.63814,-101.1627,2069,575.1293,6.354595,48107,5895
62085,G4801090950300,31.44716,-104.5174,2257,33.49714,3.51146,48109,2257
62086,G4801110950100,36.27869,-102.6026,1271,312.7149,5.745292,48111,7207
62088,G4801130000100,32.81628,-96.73697,4105,411323.0,12.92713,48113,2552213
62615,G4801150950401,32.76608,-101.9422,4391,11705.0,9.367771,48115,13095
62619,G4801170950300,34.83789,-102.4014,5918,12283.0,9.415972,48117,18947
62623,G4801190950100,33.38842,-95.67261,2726,5447.0,8.60282,48119,5172
62625,G4801210020103,33.34825,-97.00292,11759,4898.0,8.496582,48121,781321
62762,G4801230970100,29.2289,-97.18073,4438,2726.067,7.910615,48123,20474
62767,G4801250950300,33.61661,-100.7789,2224,153.1912,5.031687,48125,2224
62768,G4801270950200,28.47326,-99.97598,8603,284.0655,5.649205,48127,10822
62770,G4801290950200,34.93444,-100.8933,2021,2994.379,8.004492,48129,3433
62772,G4801310950100,27.88512,-98.34475,4750,240.183,5.481401,48131,11434
62775,G4801330950100,32.43159,-98.59637,3629,525.9221,6.265153,48133,18278
62780,G4801350000100,31.92954,-102.4168,3221,60709.0,11.01385,48135,155744
62808,G4801370950300,29.98263,-100.3047,2111,79.46986,4.375378,48137,2111
62809,G4801390060101,32.52433,-96.67403,7611,15495.0,9.648273,48139,164092
62840,G4801410000101,31.88644,-106.4288,7457,110618.0,11.61384,48141,832841
63000,G4801430950100,32.41597,-98.21686,3311,510.5869,6.235561,48143,41016
63008,G4801450000200,31.29871,-97.11149,2636,1239.369,7.122357,48145,17289
63014,G4801470950100,33.62191,-95.91283,3096,856.8107,6.753217,48147,33787
63023,G4801490970100,30.06846,-96.75279,2069,695.3539,6.544421,48149,24963
63030,G4801510950300,32.64791,-100.402,1855,577.4689,6.358654,48151,3875
63032,G4801530950500,34.18119,-101.306,2319,273.6847,5.611977,48153,5953
63034,G4801550950100,33.97462,-99.77798,1414,156.5845,5.053596,48155,1414
63035,G4801570670101,29.58858,-95.45228,7215,209194.0,12.25102,48157,711421
63111,G4801590950100,33.21313,-95.21788,4857,5754.0,8.657651,48159,10639
63114,G4801610000100,31.81802,-96.12313,4967,1890.014,7.54434,48161,19646
63121,G4801630950100,28.86766,-98.95263,6493,340.4514,5.830272,48163,19110
63124,G4801650950100,32.85818,-102.4556,4088,336.7176,5.819244,48165,19889
63127,G4801670720100,29.54302,-95.20982,5752,174895.0,12.07194,48167,321184
63193,G4801690950100,33.17987,-101.2984,6739,104.8947,4.652957,48169,6739
63194,G4801710950100,30.31549,-98.71788,3943,1372.753,7.224574,48171,25939
63199,G4801730950100,31.86946,-101.5208,1420,169.5645,5.133233,48173,1420
63200,G4801750960100,28.76987,-97.3121,4469,627.5441,6.441814,48175,7510
63202,G4801770000100,29.65006,-97.37965,3311,922.6175,6.827215,48177,20558
63208,G4801790950100,35.39929,-100.8106,4890,518.2161,6.250392,48179,22962
63215,G4801810000101,33.67536,-96.4473,4913,6758.0,8.818482,48181,122097
63241,G4801830000200,32.54824,-94.71745,5950,60061.0,11.00312,48183,123402
63266,G4801850180101,30.31495,-96.04836,5535,5279.0,8.571492,48185,27358
63272,G4801870210100,29.58782,-97.95384,4794,28201.0,10.24711,48187,150889
63301,G4801890950100,34.19968,-101.6909,4338,21417.0,9.97194,48189,34527
63310,G4801910950500,34.53078,-100.6811,3102,103.255,4.637202,48191,3102
63311,G4801930950100,31.86593,-98.02256,2942,512.793,6.239872,48193,8220
63314,G4801950950100,36.33223,-101.4143,1824,361.8844,5.891325,48195,5532
63316,G4801970950100,34.29029,-99.74572,3990,181.2056,5.199633,48197,3990
63317,G4801990030100,30.34195,-94.56448,3426,575.2327,6.354774,48199,55993
63328,G4802010100000,29.75739,-95.36317,4712,397219.0,12.89224,48201,4525519
64114,G4802030020102,32.576,-94.09488,5974,1266.707,7.144176,48203,66606
64128,G4802050950200,35.84002,-102.6029,5821,267.3094,5.588407,48205,5821
64129,G4802070950300,33.11954,-99.62497,3778,471.9024,6.156772,48207,5806
64131,G4802090010100,29.88013,-97.94601,2371,54678.0,10.90922,48209,194843
64156,G4802110950300,35.83757,-100.2705,4152,116.3079,4.756241,48211,4152
64157,G4802130950100,32.27294,-95.49683,6433,2650.941,7.88267,48213,79687
64174,G4802150020101,26.20899,-98.33902,6397,132544.0,11.79467,48215,839539
64286,G4802170960100,32.17268,-97.16409,3553,1032.775,6.940004,48217,35098
64297,G4802190950100,33.77155,-102.1823,1556,1232.158,7.116522,48219,23273
64304,G4802210160100,32.45736,-97.79362,4707,13366.0,9.500469,48221,55418
64314,G4802230950100,33.28836,-95.4912,3083,638.7681,6.459541,48223,35929
64323,G4802250950100,31.49279,-95.42281,5497,686.1715,6.531127,48225,22849
64330,G4802270950100,32.40819,-101.4909,2220,772.7219,6.649919,48227,36491
64340,G4802290950300,31.45618,-105.3865,3702,47.73421,3.865648,48229,3702
64341,G4802310960100,33.30778,-95.93977,2985,2827.188,7.947038,48231,90322
64360,G4802330950200,35.90711,-101.3883,2336,355.7938,5.874352,48233,21704
64367,G4802350950100,31.30393,-100.9824,1592,150.9286,5.016807,48235,1592
64368,G4802370950100,33.30702,-98.15559,2933,1764.995,7.475903,48237,8839
64371,G4802390950100,28.88932,-96.4509,5490,590.4459,6.380878,48239,14756
64374,G4802410950100,31.02546,-94.07989,5219,1211.459,7.099581,48241,35444
64382,G4802430950100,30.71548,-104.14,2236,55.73608,4.020628,48243,2236
64383,G4802450000101,30.15837,-94.19747,5570,47278.0,10.7638,48245,254574
64455,G4802470950200,27.33491,-98.67072,2616,285.2418,5.653337,48247,5262
64457,G4802490950100,27.96028,-98.04758,8991,420.472,6.041378,48249,41318
64464,G4802510130100,32.41875,-97.55011,3908,2123.134,7.660649,48251,160173
64492,G4802530020101,32.58226,-99.70366,1222,2927.991,7.982072,48253,19969
64498,G4802550970100,29.02405,-97.88204,2444,436.5783,6.078968,48255,15051
64502,G4802570050201,32.76031,-96.49749,7881,59110.0,10.98715,48257,114852
64520,G4802590970100,30.01291,-98.70084,6596,866.3191,6.764253,48259,40306
64526,G4802610950100,26.92889,-97.71801,564,82.31297,4.410529,48261,564
64527,G4802630950100,33.18142,-100.7776,680,139.8895,4.940853,48263,680
64528,G4802650960100,30.07046,-99.04357,5971,2509.456,7.827821,48265,50761
64538,G4802670950100,30.48678,-99.74866,2265,5168.0,8.550241,48267,4432
64540,G4802690950100,33.61647,-100.2559,289,98.83868,4.593489,48269,289
64541,G4802710950100,29.35021,-100.4179,3631,151.3442,5.019557,48271,3631
64542,G4802730020100,27.43164,-97.72871,5326,1164.944,7.060429,48273,31540
64547,G4802750950100,33.63747,-99.77763,1760,339.7453,5.828196,48275,3753
64549,G4802770000101,33.80928,-95.50144,4465,1216.135,7.103433,48277,49401
64561,G4802790950100,34.17492,-102.1903,2548,430.1956,6.06424,48279,13368
64566,G4802810950100,31.2438,-98.27788,2311,716.7006,6.574658,48281,20473
64571,G4802830950300,28.34507,-99.09966,7418,94.93123,4.553153,48283,7418
64572,G4802850000100,29.3848,-96.79015,3853,401.7076,5.995725,48285,19859
64578,G4802870000100,30.42863,-97.07432,4990,510.0944,6.234596,48287,16850
64582,G4802890950100,31.46297,-95.92692,6803,455.9801,6.122449,48289,16966
64585,G4802910700100,30.33459,-95.12009,4190,6425.0,8.767952,48291,79884
64599,G4802930970100,31.6912,-96.7411,2186,481.9518,6.177844,48293,23480
64607,G4802950950200,36.36673,-100.4129,2104,378.8598,5.937166,48295,3495
64609,G4802970950100,28.52709,-98.17432,4711,393.5716,5.975263,48297,12043
64613,G4802990970100,30.82738,-98.71173,2712,2274.48,7.729507,48299,20195
64619,G4803010950100,31.84923,-103.58,74,101.2515,4.617608,48301,74
64620,G4803030000100,33.63128,-101.8338,2639,54748.0,10.9105,48303,298042
64687,G4803050950400,33.28082,-101.8156,1974,1068.355,6.973876,48305,5785
64690,G4803070950300,31.12201,-99.34134,5157,2959.487,7.992771,48307,8145
64693,G4803090000100,31.55425,-97.1335,2091,120787.0,11.70178,48309,245720
64743,G4803110950100,28.35269,-98.56784,600,104.6678,4.650791,48311,600
64744,G4803130000100,31.01826,-95.7427,4882,862.4838,6.759816,48313,13979
64748,G4803150950100,32.80066,-94.19067,2419,869.8996,6.768378,48315,10140
64752,G4803170950100,32.32935,-101.9828,1741,338.5548,5.824686,48317,5547
64754,G4803190950100,30.74784,-99.23495,2119,5004.0,8.517993,48319,4122
64756,G4803210730100,29.06157,-95.99743,2818,1979.715,7.590708,48321,36744
64766,G4803230950201,28.47281,-100.2477,7910,275.4193,5.618295,48323,57471
64775,G4803250000101,29.31877,-98.89338,7790,2498.03,7.823257,48325,48548
64783,G4803270950300,30.88978,-99.82063,2123,96.56712,4.570238,48327,2123
64784,G4803290000100,32.03433,-102.0714,7286,108396.0,11.59355,48329,159883
64810,G4803310950100,30.94019,-96.94293,2414,1421.04,7.259144,48331,24479
64817,G4803330950100,31.54185,-98.59953,1767,690.4102,6.537286,48333,4887
64819,G4803350950200,32.41562,-100.8577,7297,744.7336,6.613027,48335,8774
64821,G4803370950100,33.76181,-97.56807,2620,846.8285,6.741498,48337,19406
64827,G4803390690100,30.12062,-95.75766,10210,28458.0,10.25618,48339,535187
64886,G4803410950100,35.92304,-101.7335,2299,408.1592,6.011657,48341,22016
64890,G4803430950100,33.20877,-94.73829,4541,888.1224,6.78911,48343,12530
64893,G4803450950100,34.0741,-100.7798,1114,91.22449,4.513323,48345,1114
64894,G4803470950100,31.79323,-94.5281,2822,1268.653,7.145711,48347,65411
64907,G4803490970100,32.23103,-96.4049,4069,1300.523,7.170521,48349,48239
64917,G4803510950100,31.06322,-93.70481,2078,319.6276,5.767157,48351,14187
64921,G4803530950100,32.44827,-100.3113,2011,6881.0,8.836519,48353,14990
64926,G4803550000500,27.80196,-97.41896,2033,100392.0,11.51684,48355,358484
65007,G4803570950100,36.27714,-100.8157,1542,1352.439,7.209665,48357,10484
65010,G4803590950100,35.40502,-102.6029,2083,83.05247,4.419473,48359,2083
65011,G4803610020200,30.10798,-93.72555,3797,22820.0,10.03539,48361,83909
65032,G4803630000100,32.92709,-98.30643,2807,426.6942,6.056067,48363,28109
65041,G4803650950100,32.21639,-94.14919,3999,532.7968,6.27814,48365,23574
65047,G4803670140101,32.75385,-97.75567,5020,36086.0,10.49366,48367,125963
65066,G4803690950200,34.65361,-102.7475,4643,345.2843,5.844368,48369,9871
65068,G4803710950100,31.0256,-102.5246,2609,143.3213,4.965089,48371,15804
65072,G4803730210101,30.58825,-94.88024,5212,1340.751,7.200985,48373,46974
65082,G4803750010100,35.18586,-101.9101,2297,140461.0,11.85268,48375,121230
65115,G4803770950100,30.17583,-104.2916,2350,50.9786,3.931406,48377,7191
65117,G4803790950100,32.85689,-95.72631,6160,950.8278,6.857333,48379,11246
65119,G4803810020100,35.17973,-101.9113,2243,138040.0,11.8353,48381,130552
65148,G4803830950100,31.36619,-101.523,3735,113.4794,4.731622,48383,3735
65149,G4803850950100,29.83175,-99.82216,3358,125.7626,4.834396,48385,3358
65150,G4803870950100,33.57331,-94.85002,2378,483.6221,6.181304,48387,12353
65154,G4803890950100,31.44783,-103.7145,4360,476.4418,6.166346,48389,14791
65159,G4803910950200,28.41175,-97.2439,3729,760.6033,6.634112,48391,7293
65161,G4803930950100,35.83849,-100.8134,889,176.3412,5.172421,48393,889
65162,G4803950960100,31.12823,-96.65823,1772,941.1662,6.84712,48395,16727
65167,G4803970040101,32.93972,-96.48096,6730,82104.0,11.31574,48397,90414
65178,G4803990950100,31.96861,-99.99099,1309,5504.0,8.613231,48399,10266
65182,G4804010950100,32.31665,-94.6059,4911,1298.184,7.168722,48401,53026
65195,G4804030950100,31.48991,-93.86101,2586,442.5058,6.092453,48403,10429
65198,G4804050950100,31.51477,-94.17171,3002,5598.0,8.630165,48405,8403
65201,G4804070200101,30.50585,-94.9674,6605,1264.956,7.142793,48407,27436
65205,G4804090010201,27.89493,-97.15727,3609,17907.0,9.792947,48409,66867
65221,G4804110950100,31.2015,-98.70651,2419,1379.07,7.229165,48411,5851
65223,G4804130950300,30.89745,-100.5385,3122,98.63673,4.591444,48413,3122
65224,G4804150950100,32.85033,-100.8398,5109,538.9855,6.289689,48415,17346
65228,G4804170950300,32.73597,-99.35406,3348,180.9126,5.198014,48417,3348
65229,G4804190950100,31.92143,-94.10979,5106,1379.152,7.229224,48419,25689
65235,G4804210950200,36.27771,-101.8935,3067,110.2849,4.703067,48421,3067
65236,G4804230000100,32.36021,-95.33319,6308,78189.0,11.26688,48423,222277
65276,G4804250000100,32.22215,-97.77463,6732,4919.0,8.50086,48425,8650
65278,G4804270950101,26.65606,-98.60955,1281,283.6833,5.647858,48427,63420
65293,G4804290950200,32.75264,-98.93639,3971,5145.0,8.54578,48429,9365
65296,G4804310950100,31.82788,-101.05,1139,126.5838,4.840904,48431,1139
65297,G4804330950300,33.17912,-100.2533,1084,137.0577,4.920402,48433,1084
65298,G4804350950300,30.49829,-100.5382,3894,98.63673,4.591444,48435,3894
65299,G4804370950200,34.60673,-101.7466,1959,2267.115,7.726264,48437,7541
65302,G4804390100101,32.78772,-97.30026,6514,214461.0,12.27588,48439,1983675
65658,G4804410010100,32.46985,-99.70405,5942,67096.0,11.11388,48441,135371
65695,G4804430950100,30.22496,-102.0765,721,27.29131,3.306568,48443,721
65696,G4804450950100,33.17389,-102.3373,2488,5765.0,8.65956,48445,12755
65699,G4804470950300,33.17749,-99.21237,1541,128.0886,4.852722,48447,1541
65700,G4804490950100,33.33489,-94.98967,1892,1118.314,7.019578,48449,32664
65708,G4804510000100,31.50307,-100.4714,2386,59212.0,10.98888,48451,116906
65733,G4804530000101,30.32316,-97.75327,4263,304191.0,12.62541,48453,1176584
65950,G4804550950100,31.16645,-94.99944,2689,575.232,6.354774,48455,14481
65955,G4804570950100,30.94887,-94.43867,2952,523.144,6.259857,48457,21456
65960,G4804590950100,32.78947,-94.77941,8386,702.1279,6.554116,48459,40506
65967,G4804610950100,31.38661,-101.9582,1091,311.549,5.741557,48461,3575
65969,G4804630950100,29.43625,-99.53242,3144,354.5865,5.870952,48463,27015
65974,G4804650950201,29.41264,-100.9189,9102,30236.0,10.31679,48465,48976
65983,G4804670950100,32.66069,-95.72221,4820,6566.0,8.78966,48467,53607
65993,G4804690000100,28.79662,-97.00481,2250,53177.0,10.88138,48469,91518
66015,G4804710790101,30.90942,-95.52238,7102,1579.325,7.364753,48471,70818
66025,G4804730680100,29.81272,-95.87152,5160,33767.0,10.42724,48473,48443
66031,G4804750950100,31.50901,-103.1037,4333,441.3755,6.089896,48475,11498
66034,G4804770170100,30.20389,-96.34148,3594,2794.127,7.935275,48477,34667
66040,G4804790000101,27.4992,-99.47349,4787,178938.0,12.09479,48479,269624
66101,G4804810740100,29.47191,-96.18056,5774,839.9871,6.733387,48481,41430
66112,G4804830950100,35.47038,-100.2493,2982,351.9578,5.863511,48483,5599
66114,G4804850010100,33.9036,-98.48589,1305,69852.0,11.15413,48485,131778
66150,G4804870950300,34.07845,-99.23865,1783,5771.0,8.660601,48487,12972
66154,G4804890950300,26.48636,-97.81519,7065,9623.0,9.171911,48489,21839
66159,G4804910020105,30.71471,-97.74418,6641,41015.0,10.62169,48491,508313
66248,G4804930000102,29.3135,-98.03481,3464,2655.082,7.884231,48493,47205
66259,G4804950950200,31.86345,-103.1015,2529,8249.0,9.017847,48495,7777
66262,G4804970150101,33.32976,-97.51238,3676,1565.187,7.35576,48497,63247
66273,G4804990950100,32.87481,-95.25105,4021,2768.993,7.926239,48499,43315
66283,G4805010950100,33.22143,-102.8393,1968,368.7502,5.91012,48501,8481
66285,G4805030950200,33.32416,-98.65433,4210,349.2642,5.855829,48503,18166
66289,G4805050950301,26.9176,-99.26681,4510,6897.0,8.838841,48505,14415
66292,G4805070950100,28.95588,-99.6144,1174,251.3433,5.52682,48507,12152
66296,G4900010100100,38.34222,-112.5826,3411,123.0339,4.81246,49001,6414
66298,G4900030960100,41.51804,-113.1741,2919,35.13087,3.55908,49003,52182
66309,G4900050000101,41.94085,-111.8207,5060,1674.836,7.42347,49005,120288
66335,G4900070000100,39.57775,-110.7283,3619,7435.0,8.913954,49007,20512
66340,G4900090960100,40.88728,-109.5076,702,192.1959,5.258515,49009,702
66341,G4900110125102,41.06814,-111.8805,4237,76504.0,11.2451,49011,334977
66395,G4900130940300,40.29371,-110.5061,4478,270.5989,5.600638,49013,20259
66398,G4900150976200,39.33289,-110.8114,3846,245.277,5.502388,49015,10410
66401,G4900170000300,37.81694,-112.4171,2331,190.5203,5.249759,49017,5020
66403,G4900190000200,38.58407,-109.5362,4135,98.1887,4.586891,49019,9544
66405,G4900210110100,37.90017,-112.7652,4010,234.4348,5.457177,49021,48504
66413,G4900230010100,39.70723,-111.8653,5709,313.0826,5.746467,49023,10694
66415,G4900250130100,37.29688,-111.8469,2326,64.84152,4.171946,49025,7246
66417,G4900270974100,39.39215,-112.3665,5453,85.56949,4.449329,49027,12651
66420,G4900290970100,41.16951,-111.5152,9718,384.0675,5.950818,49029,11014
66422,G4900310960100,38.33645,-112.127,1860,204.6946,5.321519,49031,1860
66423,G4900330950100,41.63232,-111.2444,2307,182.4054,5.206232,49033,2307
66424,G4900350100100,40.79034,-111.9099,1690,179708.0,12.09909,49035,1106700
66635,G4900370942000,37.17958,-109.3472,3562,86.11224,4.455651,49037,15193
66639,G4900390972100,39.59656,-111.3979,7864,547.7374,6.305796,49039,28892
66644,G4900410975100,38.93354,-111.6381,4374,264.136,5.576464,49041,20961
66649,G4900430964101,41.04671,-111.2748,2477,503.8624,6.222303,49043,39731
66662,G4900450130600,40.44339,-113.3179,1866,35.31469,3.564299,49045,63357
66672,G4900470940201,39.90214,-109.5603,5783,71.82861,4.274283,49047,36343
66678,G4900490000102,40.40105,-111.8605,4554,115230.0,11.65469,49049,576496
66805,G4900510940500,40.31102,-111.1328,11573,195.8011,5.277099,49051,29306
66809,G4900530270100,37.27062,-113.1407,9366,1865.411,7.531237,49053,155577
66830,G4900550979100,38.32436,-110.9037,2700,53.22754,3.974576,49055,2700
66831,G4900570200100,41.26168,-111.9492,4514,114132.0,11.64511,49057,244101
66881,G5000010960100,44.22821,-73.06712,3781,1506.193,7.31734,50001,36825
66891,G5000030970200,43.25876,-73.05128,2079,1772.769,7.480298,50003,36054
66903,G5000050957000,44.606,-72.10114,4404,2895.951,7.971069,50005,30576
66913,G5000070000100,44.51835,-73.25119,4386,63332.0,11.05615,50007,160985
66947,G5000090950100,44.84806,-71.69868,1809,936.5287,6.84218,50009,6203
66950,G5000110010100,44.94994,-72.97219,7358,1165.623,7.061011,50011,48816
66960,G5000130020100,44.89114,-73.28528,3110,1195.018,7.085917,50013,6950
66962,G5000150953000,44.72735,-72.61003,2393,1740.593,7.461981,50015,25191
66969,G5000170959000,44.10942,-72.11955,2221,1711.77,7.445283,50017,28901
66979,G5000190951100,44.90526,-71.99216,2211,2051.191,7.626176,50019,26951
66989,G5000210962100,43.76768,-72.9008,1657,1122.49,7.023304,50021,59676
67009,G5000230954000,44.33297,-72.34617,4453,1687.551,7.431034,50023,58691
67028,G5000250967000,43.14637,-72.46022,3030,5063.0,8.529715,50025,43332
67046,G5000270965000,43.7521,-72.31928,3341,14256.0,9.564933,50027,55485
67064,G5100010090100,37.93422,-75.36196,2903,957.7229,6.864559,51001,32840
67072,G5100030010100,38.17427,-78.63828,5651,1248.219,7.129473,51003,105105
67094,G5100050070100,37.81995,-79.81792,3801,6098.0,8.715716,51005,15489
67100,G5100070930100,37.38779,-78.06042,6853,586.4657,6.374114,51007,12802
67102,G5100090010100,37.66397,-79.19902,4343,809.9183,6.696933,51009,31819
67111,G5100110040100,37.34651,-78.86203,6756,1557.579,7.350888,51011,15462
67114,G5100130100100,38.89576,-77.15806,5105,476666.0,13.07457,51013,229534
67173,G5100150070100,38.19773,-79.35139,4389,971.5556,6.878899,51015,74390
67186,G5100170920100,38.05869,-79.74109,4458,282.3816,5.64326,51017,4458
67187,G5100190030101,37.45861,-79.28909,7210,9699.0,9.179778,51019,70956
67203,G5100210040100,37.15588,-81.02216,3938,589.4276,6.379152,51021,6524
67205,G5100230040100,37.65561,-79.82961,3377,676.4069,6.516795,51023,33149
67213,G5100250930100,36.89821,-77.86465,3596,1084.898,6.989242,51025,16435
67218,G5100270010100,37.35045,-82.02665,4454,2672.312,7.890699,51027,22611
67225,G5100290930101,37.68236,-78.55304,4183,659.6609,6.491726,51029,17048
67229,G5100310020101,37.35172,-79.0554,5507,7542.0,8.928243,51031,55158
67241,G5100330030100,38.13802,-77.29011,5437,1218.945,7.105741,51033,29889
67248,G5100350080100,36.84233,-80.69586,3414,1178.639,7.072116,51035,29767
67255,G5100360600100,37.38473,-77.1917,2767,8414.0,9.037652,51036,7022
67258,G5100370930100,37.0992,-78.61776,5221,881.0671,6.781134,51037,12176
67261,G5100410100106,37.51845,-77.54703,3265,192029.0,12.1654,51041,338959
67332,G5100430010100,39.17145,-77.97956,8293,2374.661,7.77261,51043,14331
67335,G5100450050100,37.48125,-80.21234,5131,728.9832,6.59165,51045,5131
67336,G5100470930101,38.54335,-78.01437,4296,17203.0,9.752839,51047,49795
67344,G5100490930100,37.54062,-78.20847,5939,841.7089,6.735434,51049,9797
67346,G5100510040100,37.20974,-82.28792,4199,1834.431,7.51449,51051,15181
67350,G5100530840100,37.02944,-77.69713,5683,841.9807,6.735757,51053,28033
67356,G5100570950600,38.0004,-77.01709,3385,947.0037,6.853303,51057,11083
67359,G5100590415100,38.7792,-77.0704,3715,381176.0,12.85102,51059,1142004
67614,G5100610930100,38.90589,-77.80646,5802,1180.061,7.073321,51061,68406
67631,G5100630920101,37.00882,-80.28421,6180,2553.885,7.845371,51063,15594
67634,G5100650020101,37.93896,-78.27486,6060,12411.0,9.426338,51065,26109
67638,G5100670020101,37.08014,-79.67831,5244,5798.0,8.665268,51067,56277
67648,G5100690050100,39.25194,-78.08751,4923,27330.0,10.21574,51069,83784
67662,G5100710930100,37.32995,-80.51767,2108,2269.753,7.727426,51071,16867
67666,G5100730100100,37.48859,-76.60831,7515,2247.286,7.717479,51073,37035
67674,G5100750400100,37.64079,-77.68468,7302,41861.0,10.64211,51075,22148
67679,G5100770060101,36.73218,-81.03362,2832,1966.603,7.584063,51077,15708
67684,G5100790030101,38.35106,-78.44578,3797,1790.851,7.490447,51079,19213
67687,G5100810880101,36.78139,-77.5643,4108,5962.0,8.693161,51081,11606
67690,G5100830930100,36.88113,-78.77981,2651,1342.018,7.20193,51083,35030
67699,G5100850320100,37.88604,-77.58498,6044,1266.568,7.144066,51085,103218
67722,G5100870200104,37.61034,-77.54987,5844,218852.0,12.29615,51087,324073
67785,G5100890010100,36.71119,-79.92152,3519,22987.0,10.04268,51089,51956
67799,G5100910970100,38.36233,-79.56854,2213,533.2845,6.279055,51091,2213
67800,G5100930280101,37.02899,-76.67974,4141,2232.222,7.710753,51093,36090
67808,G5100950080101,37.23595,-76.6666,5851,41096.0,10.62367,51095,73028
67819,G5100970950400,37.79422,-76.97578,4158,1036.089,6.943209,51097,7052
67821,G5100990040100,38.33847,-77.07592,5721,7298.0,8.895355,51099,25564
67826,G5101010950101,37.72955,-77.19254,4151,2951.505,7.99007,51101,16329
67830,G5101030030100,37.76777,-76.51884,3112,1796.364,7.49352,51103,10848
67833,G5101050950100,36.81972,-82.98086,3224,2192.36,7.692734,51105,24428
67839,G5101070610101,39.26927,-77.69827,4658,9541.0,9.163354,51107,374558
67903,G5101090950100,37.95584,-77.83637,7126,1681.194,7.427259,51109,34813
67909,G5101110930100,37.01036,-78.16151,5555,768.8764,6.64493,51111,12369
67912,G5101130930100,38.34657,-78.19652,7601,1438.552,7.271392,51113,13108
67914,G5101150951300,37.48052,-76.36285,4802,2868.406,7.961512,51115,8830
67916,G5101170930101,36.69965,-78.07645,3220,8427.0,9.039196,51117,30959
67925,G5101190950900,37.70123,-76.67232,1833,1177.952,7.071532,51119,10710
67929,G5101210020100,37.22407,-80.42831,8439,44050.0,10.69308,51121,103328
67945,G5101250950100,37.70554,-78.8062,5096,500.366,6.21534,51125,14863
67948,G5101270700100,37.55138,-77.15234,6331,2819.773,7.944412,51127,20523
67951,G5101310930100,37.48946,-75.84248,4468,1232.48,7.116784,51131,11998
67954,G5101330020100,37.97038,-76.53151,3712,1920.435,7.560307,51133,12254
67957,G5101350000100,37.14011,-77.9408,5287,1930.861,7.565721,51135,15537
67961,G5101370110102,38.24708,-77.96961,8755,1077.94,6.982807,51137,35265
67966,G5101390030100,38.72357,-78.36537,2530,1771.162,7.479391,51139,23694
67971,G5101410030100,36.77354,-80.22954,4651,800.4335,6.685153,51141,17958
67975,G5101430010100,37.00527,-79.22491,4083,1548.901,7.345301,51143,59644
67988,G5101430011200,36.58481,-79.49538,2326,19272.0,9.866408,51590,44237
67991,G5101450500101,37.5576,-77.76191,6532,7902.0,8.974872,51145,28364
67996,G5101470930100,37.2696,-78.31181,6865,2961.977,7.993612,51147,22903
