,gisjoin,lat_tract,long_tract,population,adj_radiuspop_5,urbanindex,FIPS,total_pop
49991,G3800970970100,47.58566,-97.16434,2444,687.9926,6.533778,38097,8050
49995,G3800990957800,48.36525,-97.2784,1755,1899.979,7.549598,38099,10920
50001,G3801010010100,48.23164,-101.2912,2771,50373.0,10.82721,38101,69628
50014,G3801030959800,47.76756,-99.92191,1798,246.3801,5.506876,38103,4089
50016,G3801050953400,48.49136,-103.2607,1750,208.1169,5.3381,38105,32916
50023,G3900010770100,38.95705,-83.35256,4493,701.5263,6.553258,39001,27926
50029,G3900030010100,40.89179,-83.8997,4535,2339.208,7.757568,39003,104157
50062,G3900050970100,40.95833,-82.20363,8281,1730.895,7.456394,39005,53299
50073,G3900070000101,41.93914,-80.56583,4994,9715.0,9.181426,39007,98622
50098,G3900090972600,39.51033,-82.10138,4357,2926.579,7.981589,39009,65563
50113,G3900110040100,40.5946,-83.98766,4100,1569.948,7.358798,39011,45778
50124,G3900130010100,40.119,-80.75494,4143,35564.0,10.47909,39013,68889
50144,G3900150951201,39.19761,-83.93579,4380,1986.429,7.594094,39015,43799
50153,G3900170000100,39.35841,-84.55376,5078,133950.0,11.80522,39017,375702
50233,G3900190720100,40.66259,-81.00121,3456,2266.868,7.726155,39019,27825
50240,G3900210010100,40.18325,-83.62845,2002,5837.0,8.671972,39021,39005
50250,G3900230000200,39.91567,-83.81621,1584,77011.0,11.2517,39023,135520
50294,G3900250040101,39.16638,-84.04324,5209,5849.0,8.674026,39025,198712
50302,G3900250040401,39.2118,-84.28735,3454,111577.0,11.62247,39061,810549
50333,G3900270964300,39.49264,-83.63031,3880,1003.768,6.911516,39027,41869
50342,G3900290950100,40.86901,-80.58652,5734,12030.0,9.395159,39029,104584
50366,G3900310960900,40.34881,-81.73505,5019,1658.083,7.413418,39031,36602
50376,G3900330974100,40.93718,-82.83801,3428,1352.311,7.20957,39033,42231
50389,G3900350101101,41.48173,-81.74805,2075,279196.0,12.53967,39035,1257401
50832,G3900370500100,40.31227,-84.62292,4130,1953.881,7.577573,39037,51919
50844,G3900390958100,41.35689,-84.31587,4129,7300.0,8.89563,39039,38311
50853,G3900410010100,40.30177,-83.07269,5417,34977.0,10.46245,39041,193024
50888,G3900430040100,41.41125,-82.3676,5585,13479.0,9.508888,39043,74419
50893,G3900430040600,41.53647,-82.67749,950,5290.0,8.573573,39123,41719
50906,G3900450030100,39.90411,-82.51816,3791,8984.0,9.103201,39045,151526
50934,G3900470925800,39.6354,-83.37814,3941,2499.744,7.823944,39047,28659
50941,G3900490000110,40.05859,-83.01364,3634,343388.0,12.74662,39049,1253507
51224,G3900510040100,41.65606,-83.93965,3131,2370.124,7.770698,39051,42296
51233,G3900530953500,38.93795,-82.19176,4657,2380.615,7.775115,39053,30203
51240,G3900550310100,41.67816,-81.05254,2306,9528.0,9.16199,39055,93895
51261,G3900570200101,39.78656,-84.03438,2992,98367.0,11.49646,39057,164825
51296,G3900590977100,40.08647,-81.32623,5027,1119.383,7.020533,39059,39414
51528,G3900630000100,41.13234,-83.47447,4211,10564.0,9.265207,39063,75508
51541,G3900650000100,40.7163,-83.52998,3459,2338.51,7.757269,39065,31576
51548,G3900670975600,40.35835,-80.94968,3875,1304.651,7.173691,39067,15397
51553,G3900690000100,41.43762,-83.97674,4969,1724.542,7.452717,39069,27463
51560,G3900710954400,39.3346,-83.45851,4043,2939.976,7.986157,39071,43031
51569,G3900730964900,39.59114,-82.5025,3975,6750.0,8.817298,39073,28547
51576,G3900750976301,40.60217,-81.77676,4483,9094.0,9.11537,39075,43808
51584,G3900770915400,41.24232,-82.43639,5092,2293.608,7.737881,39077,58497
51597,G3900790957200,39.11202,-82.51693,5157,6528.0,8.783855,39079,32624
51604,G3900810000200,40.37219,-80.61903,2993,50764.0,10.83494,39081,67349
51627,G3900830006700,40.44494,-82.24867,5375,8645.0,9.064736,39083,60945
51639,G3900850200100,41.63757,-81.4781,1788,117637.0,11.67536,39085,229701
51697,G3900870050100,38.51106,-82.66131,2677,63731.0,11.06243,39087,61057
51713,G3900890750700,40.04704,-82.42297,3231,66203.0,11.10048,39089,170678
51745,G3900910003800,40.44881,-83.62386,3657,1086.46,6.99068,39091,45323
51756,G3900930010200,41.5039,-82.00799,4012,68163.0,11.12966,39093,305405
51829,G3900950000200,41.69714,-83.58257,4552,225133.0,12.32445,39095,433404
51956,G3900970040101,40.06659,-83.38249,2183,2127.183,7.662554,39097,43732
51968,G3900990800300,41.10812,-80.60281,1369,99175.0,11.50464,39099,231857
52038,G3901010000100,40.5876,-83.1311,1166,46834.0,10.75436,39101,65483
52056,G3901030400100,41.23942,-81.73513,7874,47310.0,10.76448,39103,176362
52093,G3901050964100,39.11516,-81.85203,4328,958.9852,6.865876,39105,23234
52099,G3901070967200,40.69098,-84.6272,3720,1621.51,7.391113,39107,40723
52108,G3901090300100,40.1577,-84.19081,4397,17904.0,9.792779,39109,104081
52129,G3901110966600,39.73638,-80.9154,3236,2346.45,7.760659,39111,14239
52133,G3901130000100,39.7966,-84.26273,2499,124682.0,11.73352,39113,531987
52285,G3901150968800,39.66689,-81.73381,3470,1927.041,7.563741,39115,14773
52289,G3901170965000,40.66965,-82.75583,4311,9372.0,9.145482,39117,34935
52295,G3901190911000,40.07779,-81.86707,4686,1129.487,7.029519,39119,85933
52314,G3901210968300,39.86002,-81.39078,3896,1333.906,7.195867,39121,14498
52330,G3901250960100,41.18071,-84.46563,2764,1865.641,7.53136,39125,18951
52335,G3901270965800,39.87804,-82.32707,8090,2006.151,7.603973,39127,35983
52341,G3901290020100,39.59875,-82.94861,1765,16955.0,9.738318,39129,57075
52354,G3901310952200,39.03231,-82.89558,6134,2273.394,7.729029,39131,28291
52360,G3901330600102,41.31115,-81.14631,3550,9115.0,9.117677,39133,162080
52395,G3901350400100,39.87244,-84.75879,3229,2345.932,7.760438,39135,41328
52407,G3901370030100,41.12344,-83.99659,4627,2048.989,7.625102,39137,34037
52414,G3901390000400,40.74516,-82.51584,2494,61257.0,11.02283,39139,121533
52444,G3901410955500,39.432,-82.85755,6221,2076.583,7.638479,39141,77125
52461,G3901430960800,41.38706,-83.02345,3778,5959.0,8.692658,39143,59559
52476,G3901450002100,38.89488,-82.85082,4874,1968.976,7.585269,39145,76871
52496,G3901470962500,41.14494,-82.94489,3840,1272.013,7.148356,39147,55549
52510,G3901490971400,40.41833,-84.0783,4210,1251.018,7.131712,39149,48902
52520,G3901510700100,40.80202,-81.37347,1163,144256.0,11.87934,39151,374273
52606,G3901530501100,41.09039,-81.50585,1736,238919.0,12.38388,39153,541318
52741,G3901550920300,41.2429,-80.79941,2972,84015.0,11.33875,39155,203341
52796,G3901570020100,40.61148,-81.58849,5076,8434.0,9.040027,39157,92531
52817,G3901590050100,40.45875,-83.39302,3757,2477.68,7.815078,39159,54688
52827,G3901610020100,40.89896,-84.46833,3966,2571.956,7.852422,39161,28262
52836,G3901630953000,39.30907,-82.56111,5130,1826.691,7.510261,39163,13142
52839,G3901650030101,39.56794,-84.35004,4397,69877.0,11.15449,39165,223868
52872,G3901670020101,39.27904,-81.59594,3647,59997.0,11.00205,39167,60871
52888,G3901690000100,40.80576,-81.92985,3831,33348.0,10.41475,39169,115915
52920,G3901710950100,41.6563,-84.53478,4960,2134.551,7.666011,39171,37061
52929,G3901730020100,41.60894,-83.48425,5358,81105.0,11.3035,39173,129504
52957,G3901750938000,40.91962,-83.22287,4182,1920.35,7.560263,39175,22190
52963,G4000010376600,36.11622,-94.66198,2512,1537.207,7.337722,40001,22136
52968,G4000030955600,36.85407,-98.29442,1525,561.9471,6.331408,40003,5877
52971,G4000050587600,34.52006,-95.91783,1918,433.9337,6.072892,40005,13899
52975,G4000070951600,36.89171,-100.4829,2379,1786.087,7.487782,40007,5445
52978,G4000090966100,35.40649,-99.38957,7924,1975.366,7.588509,40009,22971
52982,G4000110958600,36.09106,-98.33061,1603,416.4854,6.031851,40011,9680
52987,G4000130795600,33.94728,-96.06332,2397,553.7621,6.316735,40013,45068
52998,G4000150161600,35.37954,-98.33676,6568,493.0872,6.200686,40015,29437
53006,G4000170300100,35.54435,-98.20566,2665,443.3791,6.094425,40017,132922
53035,G4000190892100,34.34201,-97.23663,2632,811.3575,6.698709,40019,48407
53046,G4000210977600,36.08018,-94.98241,5556,864.7181,6.762403,40021,48404
53055,G4000230966900,34.04298,-95.28651,2477,497.4843,6.209564,40023,14979
53060,G4000250950100,36.7484,-102.5178,1010,4212.0,8.345693,40025,2221
53062,G4000270200100,35.22079,-97.4436,250,106757.0,11.57831,40027,274024
53124,G4000290388100,34.58424,-96.20259,3785,644.3093,6.468179,40029,5666
53126,G4000310000100,34.63429,-98.40477,3771,69147.0,11.14399,40031,123066
53158,G4000330871100,34.37803,-98.37666,3898,550.6667,6.31113,40033,6000
53160,G4000350373100,36.88848,-95.18971,3296,501.7625,6.218127,40035,14563
53165,G4000370020101,36.06094,-96.04824,2028,71407.0,11.17615,40037,70899
53186,G4000390950800,35.50755,-98.90429,3717,1321.705,7.186678,40039,29169
53191,G4000410375601,36.53354,-94.7049,3379,1837.342,7.516075,40041,41878
53200,G4000430959100,36.03289,-98.79008,2220,467.7664,6.147969,40043,4904
53203,G4000450952600,36.41273,-99.81123,2741,179.8057,5.191877,40045,4102
53205,G4000470000100,36.40546,-97.88354,5100,35203.0,10.46889,40047,62421
53217,G4000490681100,34.73972,-97.00177,3067,689.1987,6.53553,40049,27751
53226,G4000510000100,35.06949,-97.94174,1104,16936.0,9.737197,40051,54351
53236,G4000530956400,36.68463,-97.93322,1593,320.7148,5.770552,40053,4458
53238,G4000550967100,35.01698,-99.55775,2635,553.6034,6.316449,40055,6018
53240,G4000570967800,34.74412,-99.84628,2758,243.2355,5.49403,40057,2758
53241,G4000590952100,36.80025,-99.52559,1610,227.559,5.427409,40059,3843
53243,G4000610279100,35.29048,-94.90104,2128,770.7946,6.647422,40061,12746
53247,G4000630484600,35.23657,-96.18489,2647,928.8802,6.83398,40063,13519
53252,G4000650968100,34.61323,-99.24496,2596,10571.0,9.26587,40065,25574
53260,G4000670371600,34.13668,-97.64758,1934,696.6984,6.546353,40067,6270
53263,G4000690660198,34.27345,-96.50337,3309,587.431,6.375759,40069,11039
53266,G4000710000100,36.73052,-97.09689,5427,25576.0,10.14941,40071,45173
53277,G4000730958100,36.06356,-97.88055,4646,465.4129,6.142925,40073,15510
53281,G4000750963600,35.00358,-98.76792,1359,404.5147,6.002688,40075,9127
53284,G4000770087100,34.97139,-95.11316,2282,391.7104,5.970523,40077,10621
53287,G4000790040102,35.23327,-94.48362,4483,2689.909,7.897263,40079,49860
53299,G4000810961100,35.82271,-96.70802,4393,777.9965,6.656722,40081,34759
53306,G4000830600100,35.88512,-97.40857,4939,16983.0,9.739968,40083,45326
53314,G4000850094100,33.932,-97.10026,2836,7969.0,8.983315,40085,9843
53317,G4000870400101,35.26248,-97.61554,8269,7138.0,8.873188,40087,37919
53323,G4000890098200,34.34945,-94.73531,2814,197.2458,5.284451,40089,33026
53331,G4000910779600,35.47007,-95.4776,5207,6370.0,8.759355,40091,19874
53337,G4000930955100,36.34706,-98.26668,3327,450.4954,6.110348,40093,7730
53340,G4000950094698,34.08145,-96.78479,3869,7878.0,8.971829,40095,20275
53344,G4000970040100,36.30584,-95.31298,5278,11371.0,9.338821,40097,40929
53353,G4000990790600,34.49003,-96.95022,2530,9215.0,9.128588,40099,13797
53356,G4001010000100,35.7538,-95.41354,4360,36126.0,10.49477,40101,69471
53372,G4001030956600,36.45049,-97.10083,3177,390.5742,5.967618,40103,11421
53376,G4001050172100,36.95255,-95.65112,2167,4267.0,8.358666,40105,10448
53380,G4001070080600,35.48385,-96.30436,2947,6612.0,8.796641,40107,12160
53384,G4001090100100,35.52076,-97.53156,3311,184101.0,12.12324,40109,774203
53624,G4001110000100,35.63896,-95.94416,3106,13244.0,9.4913,40111,39121
53634,G4001130940001,36.42043,-96.39619,5491,750.1009,6.620208,40113,47350
53645,G4001150574100,36.9483,-94.78086,4125,7377.0,8.906122,40115,31725
53654,G4001170957100,36.29028,-96.47484,3852,1998.287,7.600046,40117,16448
53659,G4001190010101,36.16819,-97.03817,4266,37750.0,10.53874,40119,80634
53676,G4001210485600,35.20988,-95.51711,2891,1682.99,7.428327,40121,44673
53689,G4001230088600,34.83912,-96.53268,5014,1833.699,7.514091,40123,38289
53699,G4001250500200,35.31591,-96.91775,3221,38320.0,10.55373,40125,71614
53715,G4001270097600,34.5762,-95.27715,2876,423.8644,6.049414,40127,11132
53718,G4001290960000,35.68839,-99.69569,3734,142.4425,4.958939,40129,3734
53719,G4001310050101,36.29479,-95.62069,4937,28030.0,10.24103,40131,90098
53747,G4001330583100,35.32219,-96.49626,1693,1054.541,6.960861,40133,25246
53756,G4001350030101,35.54884,-94.74424,5035,1722.234,7.451377,40135,41364
53765,G4001370000101,34.52649,-97.98764,5217,25754.0,10.15635,40137,44293
53776,G4001390950600,36.8456,-101.1404,3631,277.0385,5.624156,40139,21409
53781,G4001410070100,34.37133,-98.98744,1114,7039.0,8.859221,40141,7591
53786,G4001430000100,36.19158,-95.91353,2023,130154.0,11.77647,40143,637123
53961,G4001450030101,35.97144,-95.35999,4708,7502.0,8.922925,40145,76830
53983,G4001470000100,36.77587,-95.99333,1878,29577.0,10.29475,40147,51867
53996,G4001490964900,35.39336,-99.1877,4127,576.7186,6.357354,40149,11550
54000,G4001510954200,36.86964,-98.93474,3999,262.3643,5.569734,40151,9132
54003,G4001530953100,36.51788,-99.12244,2773,320.0659,5.768527,40153,21140
54008,G4100010950100,44.61993,-118.1413,2986,257.7254,5.551895,41001,15980
54014,G4100030000100,44.53572,-123.2631,8016,50006.0,10.8199,41003,88249
54032,G4100050020100,45.42757,-122.6767,3946,273167.0,12.51784,41005,399962
54112,G4100070950100,46.18163,-123.8502,3272,14403.0,9.575191,41007,38021
54123,G4100090970200,46.06389,-123.1815,6386,796.2949,6.67997,41009,50207
54133,G4100110000100,43.52895,-124.1324,5641,745.7083,6.614335,41011,66487
54146,G4100130950100,44.38481,-120.5081,7132,264.8138,5.579027,41013,21717
54150,G4100150950100,42.71991,-124.1722,2965,227.9906,5.429304,41015,22377
54155,G4100170000100,43.76744,-120.8285,1888,107.7942,4.680223,41017,175321
54179,G4100190010000,43.78007,-123.927,2141,600.9255,6.398471,41019,104010
54201,G4100210960100,45.37806,-120.2109,1910,138.3042,4.929455,41021,1910
54202,G4100230960100,44.62812,-118.8428,1811,75.07242,4.318453,41023,7209
54204,G4100250960100,43.74265,-119.3999,5071,52.42217,3.95933,41025,7195
54206,G4100270950100,45.4909,-121.682,4191,563.1313,6.333513,41027,22938
54210,G4100290000100,42.32761,-122.8718,2061,111143.0,11.61857,41029,212070
54251,G4100310940000,44.72331,-121.4968,3776,358.1944,5.881076,41031,22707
54257,G4100330360100,42.63157,-123.5907,2135,771.5952,6.64846,41033,84514
54273,G4100350970100,43.2699,-121.7835,3228,78.17239,4.358917,41035,66018
54293,G4100370960100,42.87191,-120.3634,2594,33.68486,3.517049,41037,7807
54295,G4100390000100,44.10027,-122.194,5337,128.0535,4.852448,41039,363471
54381,G4100410950100,44.96901,-123.8503,3352,1449.226,7.278785,41041,47307
54398,G4100430020100,44.66443,-123.0529,10045,50938.0,10.83836,41043,121074
54419,G4100450970200,44.03886,-117.0447,4851,11758.0,9.372289,41045,30421
54426,G4100470000200,44.94223,-123.0345,3444,214137.0,12.27437,41047,330453
54484,G4100490970100,45.76366,-119.7479,8308,216.349,5.376893,41049,11153
54486,G4100510000100,45.47689,-122.6586,6380,415387.0,12.93697,41051,788459
54656,G4100530005100,44.94446,-123.0573,2438,197300.0,12.19248,41053,79666
54668,G4100550950100,45.40521,-120.6893,1635,138.3042,4.929455,41055,1635
54669,G4100570960100,45.72324,-123.6883,3111,1178.598,7.072081,41057,25840
54677,G4100590940000,45.6464,-118.546,2909,676.7874,6.517357,41059,76736
54692,G4100610970100,45.65237,-117.9166,2944,251.9116,5.529078,41061,25810
54700,G4100630960100,45.5224,-116.9314,1901,190.0767,5.247428,41063,6864
54703,G4100650970100,45.59659,-121.1432,4006,15756.0,9.664976,41065,25687
54711,G4100670030101,45.5144,-122.7677,8118,317291.0,12.66757,41067,572071
54815,G4100690960100,44.72606,-120.0275,1415,67.23936,4.208259,41069,1415
54816,G4100710030101,45.29925,-122.9133,6300,38505.0,10.55854,41071,102366
54833,G4200010030101,40.02161,-77.08727,2589,13689.0,9.524348,42001,101589
54856,G4200030010300,40.43573,-79.98512,6546,376558.0,12.83883,42003,1229605
55252,G4200050950100,40.93202,-79.29103,4703,939.8438,6.845714,42005,66737
55271,G4200070600601,40.82376,-80.46731,2052,10052.0,9.215527,42007,168161
55322,G4200090960100,40.21901,-78.31197,3672,2645.972,7.880794,42009,48891
55333,G4200110000100,40.33527,-75.92496,4936,194246.0,12.17688,42011,415500
55423,G4200130010101,40.66737,-78.24653,4083,8321.0,9.026538,42013,124736
55457,G4200150950100,41.8649,-76.21536,4132,900.3616,6.802796,42015,61546
55471,G4200170100102,40.07059,-74.94247,3030,269332.0,12.5037,42017,626486
55613,G4200190902100,40.86884,-79.88901,2088,47134.0,10.76075,42019,185984
55657,G4200210000100,40.32582,-78.9203,1131,61572.0,11.02796,42021,135871
55699,G4200230960100,41.51021,-78.2364,2000,2615.39,7.869169,42023,4754
55701,G4200250020102,40.87117,-75.74335,4650,13444.0,9.506289,42025,63987
55713,G4200270010100,41.06949,-77.71301,4233,1835.377,7.515005,42027,160646
55744,G4200290300101,40.08378,-75.42898,3056,140149.0,11.85046,42029,517767
55860,G4200310160101,41.37344,-79.28149,1709,1944.885,7.572958,42031,38747
55870,G4200330330100,41.12496,-78.76846,5116,16044.0,9.68309,42033,80539
55890,G4200350030100,41.34332,-77.8288,3027,312.6586,5.745112,42035,39321
55899,G4200370050100,41.20522,-76.37125,5265,1826.437,7.510122,42037,66615
55914,G4200390110100,41.78613,-79.73612,6392,1119.901,7.020995,42039,86847
55937,G4200410010100,40.29748,-76.92978,5473,131576.0,11.78734,42041,245801
55986,G4200430020100,40.25799,-76.88419,3140,178893.0,12.09454,42043,273329
56051,G4200450400301,39.95155,-75.25801,6078,725755.0,13.49497,42045,567919
56194,G4200470950100,41.57153,-78.62225,1408,1904.656,7.552057,42047,30781
56203,G4200490000100,42.12611,-80.08302,1547,148857.0,11.91074,42049,277794
56274,G4200510260100,40.10739,-79.82085,5471,32436.0,10.38702,42051,133160
56310,G4200530530100,41.50274,-79.09805,5539,476.0794,6.165585,42053,7388
56313,G4200550010100,40.13065,-77.76425,4377,2470.689,7.812253,42055,153003
56340,G4200570960100,39.91759,-78.00163,4916,1578.539,7.364255,42057,14631
56343,G4200590970100,39.89148,-79.98973,6811,6041.0,8.706325,42059,37338
56352,G4200610950100,40.6516,-77.83691,1732,1929.478,7.565005,42061,45686
56364,G4200630960100,40.86618,-78.94465,4246,2669.478,7.889638,42063,86551
56387,G4200650950100,41.24694,-78.79289,1948,1259.163,7.138203,42065,44258
56400,G4200670070100,40.63498,-77.32767,7320,2623.514,7.87227,42067,24448
56405,G4200690100200,41.41014,-75.66309,2743,120058.0,11.69573,42069,211960
56464,G4200710000100,40.03949,-76.30624,2872,154372.0,11.94712,42071,536494
56562,G4200730000100,41.01947,-80.33537,4152,46128.0,10.73918,42073,88231
56590,G4200750000100,40.33757,-76.41858,4295,66064.0,11.09838,42075,137616
56621,G4200770000101,40.62929,-75.43066,3716,250667.0,12.43188,42077,360774
56697,G4200790200100,41.24773,-75.88539,2959,113374.0,11.63845,42079,318222
56800,G4200810000100,41.25727,-76.9968,3388,58189.0,10.97145,42081,115398
56829,G4200830420100,41.97927,-78.75172,3492,2794.419,7.93538,42083,42070
56841,G4200850030100,41.23397,-80.51573,1973,44402.0,10.70104,42085,113623
56871,G4200870960100,40.75657,-77.48817,3820,2091.164,7.645476,42087,46452
56883,G4200890300101,41.13668,-75.19787,3544,9115.0,9.117677,42089,167306
56916,G4200910200103,40.15178,-75.05695,4133,227633.0,12.33549,42091,815562
57127,G4200930050100,41.08813,-76.68251,3902,2816.099,7.943108,42093,18302
57131,G4200950010100,40.65948,-75.34715,3843,139895.0,11.84865,42095,300941
57199,G4200970080100,41.08762,-76.78162,4333,10474.0,9.256651,42097,93038
57223,G4200990030100,40.54562,-77.13578,4795,2399.316,7.782939,42099,45878
57233,G4201010000100,39.95238,-75.14666,4155,868869.0,13.67495,42101,1565122
57609,G4201030950102,41.4191,-74.90801,2316,2200.947,7.696643,42103,55687
